TransactionID,AccountID,TransactionDate,TransactionType,TransactionChannel,ProductID,Status,Suspicious_Flag,True_Amount
195,130,12/1/2025,Debit,Web,1011,Success,0,2404.24
196,10,1/17/2021,Debit,Mobile,1008,Success,0,4037.25
198,3,5/27/2022,Credit,Mobile,1021,Success,1,1983.44
199,77,1/31/2023,Credit,Mobile,1022,Success,1,440.31
200,164,8/15/2021,Credit,ATM,1022,Success,1,4707.5
201,97,7/2/2025,Debit,Web,1019,Success,0,1299.18
202,74,5/25/2021,Debit,Web,1003,Success,0,2021.79
204,192,11/3/2022,Credit,Mobile,1005,Success,1,1842.87
205,180,9/27/2021,Credit,Web,1003,Success,1,1224.02
206,40,12/1/2025,Debit,ATM,1009,Success,0,3055.76
207,107,10/9/2022,Credit,Mobile,1021,Success,1,378.87
208,137,5/26/2020,Debit,Web,1008,Success,0,1275.96
209,142,7/20/2025,Debit,Web,1010,Success,0,2938.06
211,142,6/13/2023,Credit,Web,1015,Success,1,3985.59
213,140,2/2/2022,Credit,ATM,1015,Success,1,1517.06
214,156,9/9/2023,Debit,ATM,1020,Success,0,1140.73
215,141,1/3/2022,Debit,Mobile,1011,Success,0,4728.78
216,193,3/21/2023,Debit,Mobile,1023,Success,0,1617.4
217,150,6/21/2023,Debit,Web,1009,Success,0,3957.09
218,114,2/14/2023,Credit,Web,1010,Success,1,911.3
219,125,7/19/2024,Debit,Mobile,1021,Success,0,3798.13
220,17,8/10/2023,Debit,Web,1008,Success,0,3055.86
221,133,7/29/2022,Debit,Mobile,1025,Success,0,732.39
222,131,1/25/2021,Credit,Web,1001,Success,1,798.38
223,87,6/17/2024,Debit,ATM,1001,Success,0,85.4
224,182,4/6/2022,Credit,ATM,1011,Success,1,4228.41
225,82,5/10/2021,Debit,Mobile,1004,Success,0,179.61
226,61,9/1/2025,Debit,Web,1007,Success,0,1290.27
227,127,5/11/2021,Debit,Mobile,1015,Success,0,3177.77
228,132,6/19/2024,Debit,Mobile,1000,Success,0,4345.69
229,19,9/19/2021,Debit,Mobile,1011,Success,0,2844.91
230,41,9/3/2021,Credit,Mobile,1003,Success,1,3940.38
231,27,11/6/2024,Debit,ATM,1008,Success,0,3012.49
232,133,5/30/2025,Credit,Web,1015,Success,1,2073.86
233,51,3/26/2024,Credit,ATM,1025,Success,1,1885.76
234,111,8/12/2023,Debit,Mobile,1023,Success,0,1457.85
235,123,10/25/2021,Debit,ATM,1007,Success,0,3417.17
236,182,5/30/2023,Debit,Mobile,1003,Success,0,4798.65
237,107,8/12/2022,Credit,Mobile,1017,Success,1,2573.36
238,51,7/26/2024,Debit,Mobile,1003,Success,0,1992.87
239,108,11/12/2020,Debit,Mobile,1024,Success,0,836.38
240,87,3/28/2021,Credit,Web,1014,Success,1,2050.66
241,37,10/31/2024,Credit,Mobile,1018,Success,1,1331.14
242,66,2/14/2020,Credit,Mobile,1005,Success,1,2074.82
243,169,8/27/2025,Debit,Mobile,1007,Success,0,1565.3
244,39,5/9/2021,Debit,Mobile,1016,Success,0,2279.53
245,144,3/5/2025,Debit,Web,1007,Success,0,4247.58
246,145,5/21/2020,Debit,ATM,1018,Success,0,1522.51
247,191,12/31/2020,Credit,Mobile,1015,Success,1,4865.28
248,127,10/18/2023,Debit,Mobile,1005,Success,0,3535.34
249,59,7/21/2024,Credit,Mobile,1017,Success,1,4226.87
250,77,10/7/2023,Debit,Web,1015,Success,0,2108.65
251,108,2/4/2022,Debit,ATM,1021,Success,0,3837.87
252,84,1/30/2024,Credit,Mobile,1006,Success,1,3185.52
253,13,2/7/2021,Debit,Web,1024,Success,0,4276.1
254,116,6/10/2021,Credit,Mobile,1025,Success,1,1788.75
255,161,12/12/2021,Debit,Mobile,1014,Success,0,2546.83
256,76,10/20/2022,Debit,Mobile,1001,Success,0,4239.12
257,58,2/17/2023,Debit,ATM,1014,Success,0,3134.7
258,158,11/14/2022,Credit,Web,1018,Success,1,4308.21
259,75,1/2/2021,Debit,Mobile,1000,Success,0,1573.35
260,75,9/3/2021,Credit,Mobile,1021,Success,1,1872.17
261,131,8/1/2022,Credit,Mobile,1001,Success,1,3582.45
262,56,5/1/2021,Credit,Mobile,1008,Success,1,2284.64
263,69,10/13/2022,Debit,Web,1002,Success,0,1531.85
264,73,11/24/2021,Credit,Mobile,1004,Success,1,1271.97
265,191,7/29/2024,Debit,Mobile,1020,Success,0,2409.19
266,122,5/29/2025,Debit,Web,1003,Success,0,4700.7
267,17,7/9/2023,Debit,Web,1004,Success,0,217.09
268,97,7/20/2024,Credit,Mobile,1007,Success,1,3456.63
269,50,7/27/2023,Debit,ATM,1023,Success,0,1750.21
270,71,12/22/2023,Debit,Web,1013,Success,0,4050.24
271,41,8/30/2022,Debit,Mobile,1009,Success,0,4541.13
272,17,2/4/2021,Debit,Mobile,1020,Success,0,3571.99
273,95,5/7/2021,Debit,Mobile,1004,Success,0,3757.71
274,102,7/28/2025,Credit,Web,1023,Success,1,1701.91
276,146,5/22/2020,Credit,Mobile,1025,Success,1,4294.15
277,18,12/22/2021,Debit,Mobile,1001,Success,0,2137.66
278,67,5/6/2022,Debit,ATM,1016,Success,0,3181.32
279,69,11/11/2020,Debit,Web,1001,Success,0,2691.26
280,139,7/17/2024,Debit,Web,1019,Success,0,3644.03
281,142,4/4/2021,Debit,ATM,1011,Success,0,4505.78
282,35,8/13/2023,Debit,Mobile,1018,Success,0,1862.73
283,166,1/26/2023,Debit,Web,1026,Success,0,3367.47
284,44,12/1/2020,Credit,Web,1000,Success,1,197.34
285,108,12/16/2025,Debit,Web,1021,Success,0,4460.64
286,48,2/2/2022,Credit,Web,1018,Success,1,278.16
287,65,10/11/2022,Credit,Mobile,1013,Success,1,4864.25
288,73,6/27/2025,Credit,Mobile,1002,Success,1,1680.21
289,167,1/11/2020,Credit,Mobile,1023,Success,1,43.53
290,109,11/18/2024,Debit,Mobile,1012,Success,0,3293.39
291,29,2/14/2020,Credit,Mobile,1006,Success,1,71.01
292,6,4/29/2020,Credit,Web,1021,Success,1,889.61
293,102,7/25/2020,Debit,Mobile,1021,Success,0,1970.3
294,16,1/31/2021,Debit,Web,1024,Success,0,2509.33
295,24,2/7/2020,Debit,ATM,1015,Success,0,47.5
296,136,5/6/2020,Credit,Web,1007,Success,1,3681.38
297,38,6/28/2024,Debit,Mobile,1015,Success,0,1563.32
298,167,5/13/2020,Credit,Web,1010,Success,1,993.55
299,91,1/22/2025,Credit,Mobile,1005,Success,1,2542.37
300,73,3/10/2020,Credit,Mobile,1020,Success,1,4352.12
301,57,4/11/2023,Debit,ATM,1022,Success,0,4835.59
302,101,11/8/2024,Debit,Web,1013,Success,0,849.24
303,117,11/26/2020,Debit,ATM,1003,Success,0,2785.38
304,98,7/6/2024,Debit,ATM,1004,Success,0,601.17
305,130,9/20/2024,Debit,Mobile,1025,Success,0,749.68
306,179,2/19/2024,Credit,ATM,1007,Success,1,3203.85
307,13,12/30/2023,Debit,ATM,1018,Success,0,3190.21
308,70,1/5/2024,Debit,Mobile,1020,Success,0,637.7
309,134,11/11/2020,Debit,ATM,1020,Success,0,3699.6
310,37,1/10/2024,Debit,Web,1022,Success,0,3420.64
311,164,8/20/2021,Debit,Web,1023,Success,0,4851.18
312,73,2/3/2022,Debit,Mobile,1024,Success,0,3560.43
313,154,10/31/2023,Credit,ATM,1010,Success,1,2580.6
314,67,5/24/2025,Debit,Mobile,1000,Success,0,974.94
315,33,12/31/2021,Debit,ATM,1023,Success,0,2545.36
316,119,11/30/2020,Debit,Mobile,1001,Success,0,4649.58
317,89,1/1/2025,Credit,Mobile,1019,Success,1,823.79
318,18,8/31/2021,Debit,Web,1021,Success,0,1114.03
320,60,12/18/2020,Debit,Web,1014,Success,0,1633.46
321,15,12/23/2020,Debit,Web,1006,Success,0,3338.5
322,26,12/21/2025,Debit,Mobile,1003,Success,0,4559.05
323,174,10/21/2020,Debit,Mobile,1015,Success,0,4619.5
324,59,4/26/2020,Credit,Web,1026,Success,1,2995.39
325,105,8/4/2022,Credit,Web,1001,Success,1,227.49
326,16,10/16/2023,Debit,Mobile,1012,Success,0,835.09
327,104,12/2/2023,Debit,Web,1011,Success,0,2541.13
328,31,6/6/2025,Credit,Mobile,1002,Success,1,3659.05
329,99,6/20/2024,Debit,Mobile,1018,Success,0,4046.33
330,110,4/13/2022,Debit,ATM,1021,Success,0,4335.07
331,106,10/25/2023,Credit,ATM,1005,Success,1,2124.01
332,147,1/9/2025,Debit,Mobile,1009,Success,0,2376.94
333,170,12/3/2025,Debit,Web,1015,Success,0,3052.74
334,21,9/7/2024,Debit,Mobile,1008,Success,0,4903.35
335,56,3/28/2024,Credit,Web,1020,Success,1,4655.09
336,28,12/14/2020,Debit,Web,1024,Success,0,1774.39
337,119,3/1/2021,Debit,Mobile,1012,Success,0,2744.32
338,114,12/17/2021,Debit,Mobile,1008,Success,0,405.8
339,96,3/18/2024,Debit,Web,1020,Success,0,2460.18
340,135,8/4/2023,Credit,ATM,1012,Success,1,4727.87
341,106,2/27/2022,Debit,Mobile,1012,Success,0,3203.68
342,101,4/29/2021,Debit,Web,1004,Success,0,1248.2
343,103,2/15/2022,Debit,Mobile,1017,Success,0,1395.76
345,155,8/26/2020,Debit,ATM,1003,Success,0,3071.53
346,178,3/4/2024,Debit,ATM,1021,Success,0,3785.88
347,85,4/15/2024,Credit,Web,1025,Success,1,3279.3
348,39,3/21/2020,Credit,Mobile,1016,Success,1,4494.9
349,192,4/13/2022,Debit,Mobile,1011,Success,0,2166.24
350,83,3/12/2020,Credit,Mobile,1012,Success,1,4600.91
351,84,5/21/2023,Debit,Mobile,1008,Success,0,113.9
352,102,11/7/2020,Debit,Web,1017,Success,0,1519.74
353,18,9/12/2025,Debit,Mobile,1011,Success,0,92.15
354,96,7/25/2020,Debit,ATM,1016,Success,0,2702.79
355,116,10/23/2020,Credit,Web,1005,Success,1,804.89
356,60,3/7/2020,Debit,Mobile,1018,Success,0,2708.48
357,102,1/8/2024,Debit,Web,1017,Success,0,163.8
358,68,2/18/2025,Debit,Mobile,1007,Success,0,3301.68
359,20,1/28/2023,Debit,ATM,1000,Success,0,4620.32
360,190,6/28/2023,Debit,Mobile,1018,Success,0,1128.37
361,173,10/14/2024,Debit,Mobile,1016,Success,0,3652.33
362,57,9/20/2023,Credit,ATM,1000,Success,1,3419.87
363,64,10/15/2023,Debit,Web,1007,Success,0,2813.25
364,125,3/26/2023,Debit,Mobile,1004,Success,0,4981.62
365,105,5/11/2020,Credit,ATM,1002,Success,1,2400.88
366,21,7/27/2023,Credit,ATM,1012,Success,1,3013.44
367,119,5/24/2022,Credit,Mobile,1016,Success,1,4674.51
368,93,11/12/2025,Credit,Mobile,1010,Success,1,3444.1
369,1,5/15/2021,Debit,ATM,1019,Success,0,2756.62
370,27,3/5/2024,Debit,ATM,1016,Success,0,4774.72
371,45,8/9/2021,Debit,Mobile,1009,Success,0,2477.49
372,54,3/13/2020,Credit,Web,1004,Success,1,2697.44
373,1,3/15/2023,Credit,Mobile,1005,Success,1,647.01
374,33,1/12/2024,Credit,ATM,1017,Success,1,2015.66
375,10,8/31/2023,Debit,Mobile,1017,Success,0,1070.74
376,189,12/21/2022,Debit,Mobile,1017,Success,0,4482.88
377,6,1/25/2020,Credit,Web,1000,Success,1,4384.69
378,123,5/8/2020,Credit,Mobile,1010,Success,1,2556.12
379,161,3/22/2024,Debit,ATM,1005,Success,0,167.56
381,183,3/14/2021,Debit,Mobile,1001,Success,0,1804.28
382,49,12/23/2024,Debit,Web,1019,Success,0,2661.0
383,153,9/8/2025,Credit,Mobile,1008,Success,1,3648.69
384,130,4/1/2021,Debit,Mobile,1026,Success,0,515.23
385,174,6/30/2024,Debit,Web,1018,Success,0,4471.68
386,79,2/22/2023,Credit,Web,1021,Success,1,3401.17
387,21,3/31/2021,Debit,ATM,1014,Success,0,1949.54
388,77,5/3/2024,Credit,Mobile,1019,Success,1,1060.29
389,73,7/19/2020,Debit,ATM,1026,Success,0,3320.35
390,114,5/5/2024,Debit,Mobile,1016,Success,0,197.93
391,58,11/4/2023,Credit,ATM,1013,Success,1,458.45
392,29,6/28/2023,Debit,Mobile,1026,Success,0,2802.69
393,142,3/8/2025,Debit,Web,1022,Success,0,596.54
394,81,3/22/2020,Debit,Mobile,1014,Success,0,4300.75
395,22,11/16/2022,Credit,Mobile,1002,Success,1,3600.49
396,167,4/15/2022,Debit,Web,1007,Success,0,4960.44
397,85,11/14/2020,Debit,Mobile,1022,Success,0,2593.85
398,135,12/15/2022,Credit,Web,1018,Success,1,4235.46
399,193,3/29/2024,Credit,Mobile,1015,Success,1,2874.99
400,58,6/21/2021,Credit,Mobile,1017,Success,1,159.15
401,119,11/9/2020,Debit,ATM,1019,Success,0,2302.9
402,24,9/19/2025,Credit,Mobile,1005,Success,1,546.28
403,44,12/13/2021,Debit,ATM,1024,Success,0,3305.68
404,9,10/6/2020,Credit,Web,1018,Success,1,3878.7
405,154,3/4/2021,Debit,Web,1000,Success,0,2913.86
406,93,8/21/2020,Credit,Web,1021,Success,1,3931.44
407,168,6/5/2025,Debit,Web,1026,Success,0,2797.68
408,77,4/15/2020,Credit,Web,1011,Success,1,4953.04
409,53,5/7/2024,Credit,Mobile,1016,Success,1,1133.25
410,78,8/12/2023,Debit,Mobile,1017,Success,0,1754.8
411,27,7/15/2025,Credit,ATM,1016,Success,1,4812.13
412,107,6/5/2021,Debit,Web,1014,Success,0,109.5
413,70,10/3/2023,Debit,Mobile,1025,Success,0,2402.03
414,33,7/3/2023,Debit,ATM,1016,Success,0,512.59
415,178,4/28/2022,Credit,ATM,1023,Success,1,2623.11
416,30,12/23/2024,Debit,Mobile,1026,Success,0,2823.16
417,20,8/3/2024,Debit,Mobile,1008,Success,0,4259.32
418,12,9/17/2021,Debit,Mobile,1000,Success,0,358.03
419,15,8/9/2023,Credit,Web,1002,Success,1,712.14
420,151,11/17/2022,Credit,Mobile,1002,Success,1,1597.63
421,93,4/6/2024,Debit,Mobile,1005,Success,0,2249.67
422,78,3/23/2023,Debit,Mobile,1010,Success,0,2464.84
423,156,11/14/2022,Debit,Web,1021,Success,0,3047.94
424,32,5/12/2022,Credit,Web,1003,Success,1,2340.31
425,102,3/6/2025,Credit,Web,1002,Success,1,976.27
426,71,9/14/2021,Debit,Web,1004,Success,0,478.34
427,193,12/5/2022,Debit,Mobile,1009,Success,0,3980.5
428,117,2/1/2020,Debit,Mobile,1002,Success,0,3088.57
429,159,8/31/2023,Credit,ATM,1025,Success,1,4212.53
430,66,2/18/2022,Debit,Mobile,1016,Success,0,2906.46
431,159,5/19/2023,Credit,ATM,1022,Success,1,3895.5
432,69,1/3/2023,Debit,Mobile,1009,Success,0,3886.76
433,95,4/21/2021,Credit,Mobile,1010,Success,1,2414.18
434,96,3/8/2022,Debit,Mobile,1009,Success,0,4480.35
435,5,1/17/2021,Credit,Web,1018,Success,1,744.21
436,101,5/30/2023,Debit,Web,1018,Success,0,2849.14
437,136,9/1/2023,Debit,Mobile,1010,Success,0,3813.76
438,127,9/3/2020,Credit,Mobile,1000,Success,1,2470.51
439,14,1/20/2022,Credit,Mobile,1026,Success,1,1270.54
440,39,4/21/2020,Debit,Mobile,1026,Success,0,918.94
441,103,11/10/2020,Debit,Web,1026,Success,0,1677.5
443,111,11/3/2021,Debit,Web,1009,Success,0,1813.53
444,191,5/31/2023,Debit,ATM,1019,Success,0,1413.77
445,92,9/8/2022,Debit,Mobile,1001,Success,0,2859.93
446,150,6/21/2021,Debit,Web,1004,Success,0,3498.17
447,147,8/22/2025,Credit,ATM,1017,Success,1,1953.68
449,99,10/27/2024,Debit,Web,1015,Success,0,3925.03
450,91,2/15/2025,Credit,Mobile,1010,Success,1,3191.88
